Index,Latitude,Longitude,2018,2019
0,20.15456,72.68507,0.0574417340000001,0.0574417340000002
1,20.15456,72.76469,13.510994910000084,13.510994910000086
2,20.15456,72.84432,5.321604251999959,5.321604251999951
3,20.15456,72.92394,0.1206258159999998,0.1206258159999997
4,20.15456,73.00357,0.0388793950000031,0.0388793950000031
5,20.15456,73.08319,1.304296850999887,1.3042968509999142
6,20.15456,73.16282,0.2269531339999138,0.2269531339999634
7,20.23516,72.68507,1.1085351709999984,1.1085351709999944
8,20.23516,72.76469,44.31736374000256,44.31736374000421
9,20.23516,72.84432,47.830802920000025,47.83080291999998
10,20.23516,72.92394,23.679599759999714,23.679599759999697
11,20.23516,73.00357,2.9849846359999663,2.984984635999949
12,20.23516,73.08319,5.5001435280002005,5.50014352800024
13,20.23516,73.16282,0.9329693910000288,0.9329693910000304
14,20.23516,73.24244,8.196713448000024,8.196713448000017
15,20.23516,73.32207,9.644080162000286,9.64408016200028
16,20.23516,73.40169,3.5432410240000234,3.543241024000036
17,20.23516,73.48132,0.0506660599999732,0.0506660599999781
18,20.31576,72.68507,0.2738786640000007,0.2738786640000009
19,20.31576,72.76469,42.95692062000028,42.95692062000033
20,20.31576,72.84432,43.76107787999861,43.7610778799985
21,20.31576,72.92394,15.10963057999987,15.109630579999838
22,20.31576,73.00357,55.307620999997766,55.30762099999772
23,20.31576,73.08319,26.056861880000053,26.05686188000004
24,20.31576,73.16282,5.133215903999938,5.133215903999896
25,20.31576,73.24244,22.2895126299976,22.28951262999824
26,20.31576,73.32207,35.42328262000028,35.423282620000215
27,20.31576,73.40169,4.257997989999694,4.257997989999767
28,20.31576,73.48132,0.0550605650000083,0.0550605650000058
29,20.39636,72.76469,3.422378302000004,3.422378302000004
30,20.39636,72.84432,6.875675677999696,6.875675677999805
31,20.39636,72.92394,50.34302901999982,50.34302901999961
32,20.39636,73.00357,137.85768129999843,137.85768129999715
33,20.39636,73.08319,112.00642399999164,112.0064239999919
34,20.39636,73.16282,59.782604220000046,59.78260422000004
35,20.39636,73.24244,0.7143265599999999,0.7143265599999948
36,20.39636,73.32207,0.4386241730000039,0.4386241730000065
37,20.47696,72.84432,8.164362906999958,8.164362906999962
38,20.47696,72.92394,77.42071533000028,77.42071533000026
39,20.47696,73.00357,148.6906127999672,148.6906127999672
40,20.47696,73.08319,149.61091610000082,149.6109161000014
41,20.47696,73.16282,108.0592803999998,108.05928039999964
42,20.47696,73.24244,22.05739020999923,22.057390209999333
43,20.47696,73.32207,0.0821614039999994,0.0821614039999992
44,20.47696,73.40169,2.1623549459997724,2.162354945999766
45,20.47696,73.48132,2.591382264999856,2.591382264999865
46,20.55756,72.84432,5.980703353999613,5.980703353999485
47,20.55756,72.92394,62.31415557999959,62.3141555799991
48,20.55756,73.00357,117.39275359999992,117.39275359999937
49,20.55756,73.08319,150.95422359999944,150.95422359999927
